FID,Project,StationName,TripCode,TripDate_UTC,SampleTime_Local,Latitude,Longitude,SecchiDepth_m,SampleDepth_m,SampleID,Salinity,Salinity_flag,DIC_umolkg,DIC_flag,Alkalinity_umolkg,Alkalinity_flag,Oxygen_umolL,Oxygen_flag,Ammonium_umolL,Ammonium_flag,Nitrate_umolL,Nitrate_flag,Nitrite_umolL,Nitrite_flag,Phosphate_umolL,Phosphate_flag,Silicate_umolL,Silicate_flag,TSSorganic_mgL,TSSinorganic_mgL,TSS_mgL,TSSall_flag,Prochlorococcus_cellsmL,Prochlorococcus_flag,Synechococcus_cellsmL,Synechococcus_flag,Picoeukaryotes_cellsmL,Picoeukaryotes_flag,Allo_mgm3,AlphaBetaCar_mgm3,Anth_mgm3,Asta_mgm3,BetaBetaCar_mgm3,BetaEpiCar_mgm3,Butfuco_mgm3,Cantha_mgm3,CphlA_mgm3,CphlB_mgm3,CphlC1_mgm3,CphlC2_mgm3,CphlC3_mgm3,CphlC1C2_mgm3,CphlideA_mgm3,Diadchr_mgm3,Diadino_mgm3,Diato_mgm3,Dino_mgm3,DvCphlA+CphlA_mgm3,DvCphlA_mgm3,DvCphlB+CphlB_mgm3,DvCphlB_mgm3,Echin_mgm3,Fuco_mgm3,Gyro_mgm3,Hexfuco_mgm3,Ketohexfuco_mgm3,Lut_mgm3,Lyco_mgm3,MgDvp_mgm3,Neo_mgm3,Perid_mgm3,PhideA_mgm3,PhytinA_mgm3,PhytinB_mgm3,Pras_mgm3,PyrophideA_mgm3,PyrophytinA_mgm3,Viola_mgm3,Zea_mgm3,Pigments_flag,AustralianMicrobiomeId,geom
combined_bgc_data.fid--91f2adb_18488613260_1463,NRS,North Stradbroke Island,NSI20160517,2016-05-17,2016-05-17 11:25:00,-27.345,153.562,29,0,NSI20160517_0,35.649,1,2005.69,1,2334.74,1,,9,0,6,0,6,0,6,0,6,0.7,1,,,,,,,,,,,0,0.006,0,0,,,0.002,0,0.071,0.004,0,0.006,0,,0,0,0.001,0,0,0.103,0.032,0.004,0,0,0.003,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,http://hdl.handle.net/102.100.100/34250,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1464,NRS,North Stradbroke Island,NSI20160517,2016-05-17,2016-05-17 11:25:00,-27.345,153.562,29,10,NSI20160517_10,35.647,1,2005.64,1,2333.15,1,,9,0.2,1,0,6,0,6,0.07,1,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34251,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1465,NRS,North Stradbroke Island,NSI20160517,2016-05-17,2016-05-17 11:25:00,-27.345,153.562,29,20,NSI20160517_20,35.646,1,,9,,9,,9,0,6,0,6,0,6,0.06,1,0.7,1,,,,,,,,,,,0,0.005,0,0,,,0.003,0,0.064,0.004,0,0.003,0,,0,0,0.001,0,0,0.09,0.026,0.004,0,0,0.004,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,http://hdl.handle.net/102.100.100/34252,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1466,NRS,North Stradbroke Island,NSI20160517,2016-05-17,2016-05-17 11:25:00,-27.345,153.562,29,30,NSI20160517_30,35.658,1,2012.28,1,2334.37,1,,9,0,6,0,6,0,6,0.06,1,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34253,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1467,NRS,North Stradbroke Island,NSI20160517,2016-05-17,2016-05-17 11:25:00,-27.345,153.562,29,40,NSI20160517_40,35.691,1,,9,,9,,9,0,6,0.6,1,0,6,0.12,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34254,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1468,NRS,North Stradbroke Island,NSI20160517,2016-05-17,2016-05-17 11:25:00,-27.345,153.562,29,50,NSI20160517_50,35.676,1,2063.52,1,2338.55,1,,9,0,6,3,1,0.19,1,0.28,1,1.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34255,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1469,NRS,North Stradbroke Island,NSI20160517,2016-05-17,2016-05-17 11:25:00,-27.345,153.562,29,57,NSI20160517_57,35.653,1,2068.5,1,2336.79,1,,9,0.11,1,4,1,0.5,1,0.37,1,2.2,1,,,,,,,,,,,0.002,0.006,0,0,,,0.02,0,0.147,0.015,0,0.017,0,,0.008,0,0.004,0,0,0.166,0.019,0.015,0,0,0.019,0,0.028,0,0.003,0,0,0.002,0,0,0,0,0.005,0,0,0.001,0.008,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_146a,NRS,North Stradbroke Island,NSI20160517,2016-05-17,2016-05-17 11:25:00,-27.345,153.562,29,WC,NSI20160517_WC,,,,,,,,,,,,,,,,,,,0.5,0.5,1.1,0,48267.5,1,13588.5,1,4104.5,1,0,0.008,0,0,,,0.01,0,0.12,0.009,0,0.007,0,,0,0,0.003,0,0,0.153,0.033,0.009,0,0,0.006,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_146b,NRS,North Stradbroke Island,NSI20160623,2016-06-23,2016-06-23 11:25:00,-27.345,153.562,15,0,NSI20160623_0,35.73,1,2023.74,1,2339.38,1,,9,0,6,0,6,,0,0.08,1,1,1,,,,,,,,,,,0,0.007,0,0,,,0.007,0,0.173,0.006,0,0.017,0,,0.016,0,0.005,0,0,0.217,0.044,0.006,0,0,0.038,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,http://hdl.handle.net/102.100.100/34828,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_146c,NRS,North Stradbroke Island,NSI20160623,2016-06-23,2016-06-23 11:25:00,-27.345,153.562,15,10,NSI20160623_10,35.729,1,2022.01,1,2339.61,1,,9,0,6,0,6,,0,0.08,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34829,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_146d,NRS,North Stradbroke Island,NSI20160623,2016-06-23,2016-06-23 11:25:00,-27.345,153.562,15,20,NSI20160623_20,35.728,1,,9,,9,,9,0,6,0,6,,0,0.08,1,0.9,1,,,,,,,,,,,0,0.009,0,0,,,0.006,0,0.161,0.004,0,0.014,0,,0.008,0,0.005,0,0,0.2,0.039,0.004,0,0,0.037,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,http://hdl.handle.net/102.100.100/35249,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_146e,NRS,North Stradbroke Island,NSI20160623,2016-06-23,2016-06-23 11:25:00,-27.345,153.562,15,30,NSI20160623_30,35.729,1,2024.83,1,2340.58,1,,9,0,6,0,6,,0,0.08,1,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35250,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_146f,NRS,North Stradbroke Island,NSI20160623,2016-06-23,2016-06-23 11:25:00,-27.345,153.562,15,40,NSI20160623_40,35.693,1,,9,,9,,9,0.07,1,0.2,1,,0,0.1,1,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35251,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1470,NRS,North Stradbroke Island,NSI20160623,2016-06-23,2016-06-23 11:25:00,-27.345,153.562,15,50,NSI20160623_50,35.634,1,2075.64,1,2335.38,1,,9,0,6,4.8,1,,0,0.36,1,2.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35252,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1471,NRS,North Stradbroke Island,NSI20160623,2016-06-23,2016-06-23 11:25:00,-27.345,153.562,15,57,NSI20160623_57,35.607,1,2084.3,1,2333.95,1,,9,0.09,1,5.6,1,,0,0.42,1,2.4,1,,,,,,,,,,,0,0,0,0,,,0,0,0.016,0,0,0,0,,0,0,0,0,0,0.019,0.003,0,0,0,0.005,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1472,NRS,North Stradbroke Island,NSI20160623,2016-06-23,2016-06-23 11:25:00,-27.345,153.562,15,WC,NSI20160623_WC,,,,,,,,,,,,,,,,,,,0.6,0.6,1.1,0,37065,1,10751,1,2794,1,0,0.011,0,0,,,0.011,0,0.256,0.006,0,0.02,0,,0.025,0,0.008,0,0,0.286,0.03,0.006,0,0,0.085,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1473,NRS,North Stradbroke Island,NSI20160720,2016-07-20,2016-07-20 11:25:00,-27.345,153.562,25,0,NSI20160720_0,35.708,1,2034.48,1,2337.38,1,,9,0,6,0.8,1,0,6,0.15,1,0.8,1,,,,,,,,,,,0,0.004,0,0,,,0.016,0,0.24,0.019,0,0.024,0,,0.031,0,0.006,0,0,0.252,0.012,0.019,0,0,0.035,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1474,NRS,North Stradbroke Island,NSI20160720,2016-07-20,2016-07-20 11:25:00,-27.345,153.562,25,10,NSI20160720_10,35.717,1,2024.74,1,2339.19,1,,9,0,6,0.2,1,0,6,0.11,1,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1475,NRS,North Stradbroke Island,NSI20160720,2016-07-20,2016-07-20 11:25:00,-27.345,153.562,25,20,NSI20160720_20,35.716,1,,9,,9,,9,0.05,1,0.3,1,0,6,0.11,1,0.5,1,,,,,,,,,,,0,0.004,0,0,,,0.013,0,0.177,0.018,0,0.012,0,,0.013,0,0.004,0,0,0.185,0.008,0.018,0,0,0.016,0,0.023,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0.013,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1476,NRS,North Stradbroke Island,NSI20160720,2016-07-20,2016-07-20 11:25:00,-27.345,153.562,25,30,NSI20160720_30,35.728,1,2029.71,1,2340.56,1,,9,0.16,1,0.1,1,0,6,0.12,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1477,NRS,North Stradbroke Island,NSI20160720,2016-07-20,2016-07-20 11:25:00,-27.345,153.562,25,40,NSI20160720_40,35.73,1,,9,,9,,9,0.18,1,0.2,1,0,6,0.12,1,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1478,NRS,North Stradbroke Island,NSI20160720,2016-07-20,2016-07-20 11:25:00,-27.345,153.562,25,50,NSI20160720_50,35.66,1,2067.78,1,2337.16,1,,9,0,6,4.3,1,0.18,1,0.34,1,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1479,NRS,North Stradbroke Island,NSI20160720,2016-07-20,2016-07-20 11:25:00,-27.345,153.562,25,57,NSI20160720_57,35.656,1,2070.71,1,2336.92,1,,9,0,6,4.3,1,0.19,1,0.37,1,1.6,1,,,,,,,,,,,0,0.001,0,0,,,0.007,0,0.041,0,0,0.003,0,,0,0,0.002,0,0,0.043,0.002,0,0,0,0.008,0,0.008,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.002,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_147a,NRS,North Stradbroke Island,NSI20160720,2016-07-20,2016-07-20 11:25:00,-27.345,153.562,25,WC,NSI20160720_WC,,,,,,,,,,,,,,,,,,,0.3,0.3,0.7,0,22289,1,21182,1,6506.5,1,0,0.005,0,0.003,,,0.009,0,0.158,0.009,0,0.008,0,,0,0,0.005,0,0,0.164,0.006,0.009,0,0,0.018,0,0.023,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0.017,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_147b,NRS,North Stradbroke Island,NSI20160822,2016-08-22,2016-08-22 11:50:00,-27.345,153.562,19,0,NSI20160822_0,35.708,2,2028.65,1,2337.56,1,,9,0.59,1,0,1,0,9,0.29,1,0.4,1,,,,,,,,,,,0,0.013,0,0,,,0.019,0,0.268,0.025,0,0.037,0.03,,0.034,0,0.012,0.003,0,0.282,0.014,0.025,0,0,0.056,0,0.039,0,0,0,0,0.002,0,0,0,0,0.004,0,0,0.002,0.039,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_147c,NRS,North Stradbroke Island,NSI20160822,2016-08-22,2016-08-22 11:50:00,-27.345,153.562,19,10,NSI20160822_10,35.711,2,2029.08,1,2338.73,1,,9,0.37,1,0.2,1,0.02,9,0.11,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_147d,NRS,North Stradbroke Island,NSI20160822,2016-08-22,2016-08-22 11:50:00,-27.345,153.562,19,20,NSI20160822_20,35.713,2,,9,,9,,9,0.79,1,0.3,1,0.07,9,0.12,1,0.5,1,,,,,,,,,,,0.002,0.009,0,0,,,0.032,0,0.228,0.022,0,0.048,0.043,,0.093,0,0.014,0.003,0,0.235,0.007,0.022,0,0,0.06,0,0.054,0,0,0,0,0.003,0,0,0,0,0.007,0,0,0.002,0.032,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_147e,NRS,North Stradbroke Island,NSI20160822,2016-08-22,2016-08-22 11:50:00,-27.345,153.562,19,30,NSI20160822_30,35.715,1,2036.31,1,2340.09,1,,9,0.52,1,0.4,1,0.09,1,0.13,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_147f,NRS,North Stradbroke Island,NSI20160822,2016-08-22,2016-08-22 11:50:00,-27.345,153.562,19,40,NSI20160822_40,35.708,1,,9,,9,,9,0.48,1,1.5,1,0.14,1,0.19,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1480,NRS,North Stradbroke Island,NSI20160822,2016-08-22,2016-08-22 11:50:00,-27.345,153.562,19,50,NSI20160822_50,35.666,1,2075.74,1,2337.47,1,,9,0.74,1,4.8,1,0.14,1,0.37,1,1.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1481,NRS,North Stradbroke Island,NSI20160822,2016-08-22,2016-08-22 11:50:00,-27.345,153.562,19,57,NSI20160822_57,35.629,1,2084.02,1,2336.21,1,,9,0.31,1,5.6,1,0.05,1,0.44,1,1.8,1,,,,,,,,,,,0,0,0,0,,,0,0,0.019,0,0,0.001,0.002,,0,0,0,0,0,0.019,0,0,0,0,0.005,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1482,NRS,North Stradbroke Island,NSI20160822,2016-08-22,2016-08-22 11:50:00,-27.345,153.562,19,WC,NSI20160822_WC,,,,,,,,,,,,,,,,,,,0.4,0.4,1,0,23609,1,21400,1,4422,1,0.002,0.01,0,0,,,0.035,0,0.279,0.028,0,0.041,0.045,,0.041,0,0.015,0.002,0,0.29,0.011,0.028,0,0,0.068,0,0.058,0,0,0,0,0.003,0,0,0,0,0.005,0,0,0.002,0.024,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1483,NRS,North Stradbroke Island,NSI20160920,2016-09-20,2016-09-20 11:10:00,-27.345,153.562,19,0,NSI20160920_0,35.74,1,2033.47,1,2335.4,1,,9,0.25,1,0.2,1,0.11,1,0.11,1,0.8,1,,,,,,,,,,,0.003,0.009,0.004,0,,,0.019,0,0.203,0.022,0,0.018,0.021,,0.024,0,0.009,0.003,0,0.208,0.005,0.022,0,0,0.017,0,0.027,0,0.01,0,0,0.005,0,0,0,0,0.005,0,0,0.004,0.03,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1484,NRS,North Stradbroke Island,NSI20160920,2016-09-20,2016-09-20 11:10:00,-27.345,153.562,19,10,NSI20160920_10,35.735,1,2033.45,1,2334.71,1,,9,0.23,1,0.2,1,0.11,1,0.13,1,1.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1485,NRS,North Stradbroke Island,NSI20160920,2016-09-20,2016-09-20 11:10:00,-27.345,153.562,19,20,NSI20160920_20,35.735,1,,9,,9,,9,0.28,1,3,1,0.11,1,0.19,1,1.2,1,,,,,,,,,,,0.003,0.005,0.004,0,,,0.019,0,0.178,0.027,0,0.016,0.017,,0.014,0,0.004,0.002,0,0.181,0.003,0.027,0,0,0.013,0,0.017,0,0.015,0,0,0.006,0,0,0,0,0.001,0,0,0.002,0.034,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1486,NRS,North Stradbroke Island,NSI20160920,2016-09-20,2016-09-20 11:10:00,-27.345,153.562,19,30,NSI20160920_30,35.45,1,2102.9,1,2326.92,1,,9,0.14,1,7.2,1,0,6,0.57,1,2.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1487,NRS,North Stradbroke Island,NSI20160920,2016-09-20,2016-09-20 11:10:00,-27.345,153.562,19,40,NSI20160920_40,35.451,1,,9,,9,,9,0.11,1,8.1,1,0,6,0.61,1,2.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1488,NRS,North Stradbroke Island,NSI20160920,2016-09-20,2016-09-20 11:10:00,-27.345,153.562,19,50,NSI20160920_50,35.425,1,2107.01,1,2325.88,1,,9,0.08,1,6.8,1,0,6,0.61,1,2.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1489,NRS,North Stradbroke Island,NSI20160920,2016-09-20,2016-09-20 11:10:00,-27.345,153.562,19,57,NSI20160920_57,35.423,1,2106.85,1,2324.71,1,,9,0.07,1,7.7,1,0,6,0.62,1,2.5,1,,,,,,,,,,,0,0,0,0,,,0,0,0.01,0,0,0,0,,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_148a,NRS,North Stradbroke Island,NSI20160920,2016-09-20,2016-09-20 11:10:00,-27.345,153.562,19,WC,NSI20160920_WC,,,,,,,,,,,,,,,,,,,0.3,0.3,0.8,0,4217,1,20595,1,9309,1,0.003,0.007,0.001,0,,,0.02,0,0.165,0.022,0,0.021,0.016,,0,0,0.006,0.001,0,0.17,0.005,0.022,0,0,0.015,0,0.025,0,0.007,0,0,0.004,0,0,0,0,0.003,0,0,0.003,0.017,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_148b,NRS,North Stradbroke Island,NSI20161019,2016-10-19,2016-10-20 10:25:00,-27.345,153.562,19,0,NSI20161019_0,,9,2016.59,1,2330.6,1,,9,0.15,1,0,1,-0.01,1,0.08,1,0.2,1,,,,,,,,,,,0,0.018,0,0,,,0.005,0,0.173,0.004,0,0.011,0.009,,0.042,0,0.009,0,0,0.181,0.008,0.004,0,0,0.014,0,0.011,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0.052,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_148c,NRS,North Stradbroke Island,NSI20161019,2016-10-19,2016-10-20 10:25:00,-27.345,153.562,19,10,NSI20161019_10,35.7,1,2018.31,1,2336.66,1,,9,0.17,1,0,1,0,1,0.1,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_148d,NRS,North Stradbroke Island,NSI20161019,2016-10-19,2016-10-20 10:25:00,-27.345,153.562,19,20,NSI20161019_20,,9,,9,,9,,9,-0.02,1,0,1,0,1,0.1,1,0.3,1,,,,,,,,,,,0,0.007,0,0,,,0.011,0,0.121,0.007,0,0.024,0.017,,0.051,0,0.011,0.003,0,0.133,0.012,0.007,0,0,0.028,0,0.027,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0.045,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_148e,NRS,North Stradbroke Island,NSI20161019,2016-10-19,2016-10-20 10:25:00,-27.345,153.562,19,30,NSI20161019_30,,9,2041.8,1,2336.52,1,,9,0.12,1,0.7,1,0.07,1,0.19,1,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_148f,NRS,North Stradbroke Island,NSI20161019,2016-10-19,2016-10-20 10:25:00,-27.345,153.562,19,40,NSI20161019_40,35.573,1,,9,,9,,9,0.22,1,4.7,1,0.08,1,0.45,1,1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1490,NRS,North Stradbroke Island,NSI20161019,2016-10-19,2016-10-20 10:25:00,-27.345,153.562,19,50,NSI20161019_50,,9,2096.84,1,2333.98,1,,9,0.31,1,5.6,1,0.04,1,0.54,1,1.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1491,NRS,North Stradbroke Island,NSI20161019,2016-10-19,2016-10-20 10:25:00,-27.345,153.562,19,57,NSI20161019_57,35.463,1,2101.13,1,2328.1,1,,9,0.19,1,6.8,1,0.02,1,0.6,1,2.3,1,,,,,,,,,,,0,0,0,0,,,0.002,0,0.023,0,0,0.005,0.007,,0,0,0,0,0,0.023,0,0,0,0,0.014,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1492,NRS,North Stradbroke Island,NSI20161019,2016-10-19,2016-10-20 10:25:00,-27.345,153.562,19,WC,NSI20161019_WC,,,,,,,,,,,,,,,,,,,0.3,0.3,0.7,0,3569,1,26107.5,1,5425.5,1,0,0.01,0,0,,,0.026,0,0.26,0.016,0,0.043,0.052,,0.064,0,0.018,0.004,0,0.27,0.01,0.016,0,0,0.103,0,0.043,0,0.003,0,0,0.003,0.005,0,0,0,0,0,0,0,0.028,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1493,NRS,North Stradbroke Island,NSI20161116,2016-11-16,2016-11-16 11:10:00,-27.345,153.562,29,0,NSI20161116_0,35.69,1,2016.44,1,2334.39,1,,9,0.56,1,0,6,,0,0.1,1,0.5,1,,,,,,,,,,,0,0.01,0,0,,,0.004,0,0.102,0.005,0,0.008,0.007,,0.011,0,0.006,0.003,0,0.127,0.025,0.005,0,0,0.011,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1494,NRS,North Stradbroke Island,NSI20161116,2016-11-16,2016-11-16 11:10:00,-27.345,153.562,29,10,NSI20161116_10,35.687,1,2018.76,1,2339.82,1,,9,1.02,1,0.2,1,,0,0.09,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1495,NRS,North Stradbroke Island,NSI20161116,2016-11-16,2016-11-16 11:10:00,-27.345,153.562,29,20,NSI20161116_20,35.689,1,,9,,9,,9,1.22,1,0.4,1,,0,0.14,1,0.5,1,,,,,,,,,,,0,0.01,0,0,,,0.008,0,0.182,0.012,0,0.015,0.014,,0.024,0,0.005,0,0,0.192,0.01,0.012,0,0,0.02,0,0.022,0,0,0,0,0.001,0.005,0,0,0,0.002,0,0,0.002,0.066,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1496,NRS,North Stradbroke Island,NSI20161116,2016-11-16,2016-11-16 11:10:00,-27.345,153.562,29,30,NSI20161116_30,35.595,1,2082.37,1,2335.38,1,,9,1.34,1,3.3,1,,0,0.45,1,1.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1497,NRS,North Stradbroke Island,NSI20161116,2016-11-16,2016-11-16 11:10:00,-27.345,153.562,29,40,NSI20161116_40,35.59,1,,9,,9,,9,0.59,1,4,1,,0,0.47,1,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1498,NRS,North Stradbroke Island,NSI20161116,2016-11-16,2016-11-16 11:10:00,-27.345,153.562,29,50,NSI20161116_50,35.523,1,2093.95,1,2331.44,1,,9,0.44,1,6.8,1,,0,0.54,1,2.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1499,NRS,North Stradbroke Island,NSI20161116,2016-11-16,2016-11-16 11:10:00,-27.345,153.562,29,57,NSI20161116_57,35.523,1,2092.47,1,2331.09,1,,9,0.6,1,6.9,1,,0,0.52,1,2.3,1,,,,,,,,,,,0,0,0,0,,,0,0,0.006,0,0,0,0,,0,0,0,0,0,0.006,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (153.562 -27.345)
