FID,Project,StationName,TripCode,TripDate_UTC,SampleTime_Local,Latitude,Longitude,SecchiDepth_m,SampleDepth_m,SampleID,Salinity,Salinity_flag,DIC_umolkg,DIC_flag,Alkalinity_umolkg,Alkalinity_flag,Oxygen_umolL,Oxygen_flag,Ammonium_umolL,Ammonium_flag,Nitrate_umolL,Nitrate_flag,Nitrite_umolL,Nitrite_flag,Phosphate_umolL,Phosphate_flag,Silicate_umolL,Silicate_flag,TSSorganic_mgL,TSSinorganic_mgL,TSS_mgL,TSSall_flag,Prochlorococcus_cellsmL,Prochlorococcus_flag,Synechococcus_cellsmL,Synechococcus_flag,Picoeukaryotes_cellsmL,Picoeukaryotes_flag,Allo_mgm3,AlphaBetaCar_mgm3,Anth_mgm3,Asta_mgm3,BetaBetaCar_mgm3,BetaEpiCar_mgm3,Butfuco_mgm3,Cantha_mgm3,CphlA_mgm3,CphlB_mgm3,CphlC1_mgm3,CphlC2_mgm3,CphlC3_mgm3,CphlC1C2_mgm3,CphlideA_mgm3,Diadchr_mgm3,Diadino_mgm3,Diato_mgm3,Dino_mgm3,DvCphlA+CphlA_mgm3,DvCphlA_mgm3,DvCphlB+CphlB_mgm3,DvCphlB_mgm3,Echin_mgm3,Fuco_mgm3,Gyro_mgm3,Hexfuco_mgm3,Ketohexfuco_mgm3,Lut_mgm3,Lyco_mgm3,MgDvp_mgm3,Neo_mgm3,Perid_mgm3,PhideA_mgm3,PhytinA_mgm3,PhytinB_mgm3,Pras_mgm3,PyrophideA_mgm3,PyrophytinA_mgm3,Viola_mgm3,Zea_mgm3,Pigments_flag,AustralianMicrobiomeId,geom
combined_bgc_data.fid--91f2adb_18488613260_142b,NRS,North Stradbroke Island,NSI20150907,2015-09-07,2015-09-07 11:40:00,-27.345,153.562,12,0,NSI20150907_0,35.647,1,2024.64,1,2334.58,1,,9,0.13,1,0,1,,9,0.13,1,0.4,1,,,,,,,,,,,0,0.009,0.004,0.004,,,0.01,0,0.213,0.025,0,0.031,0.01,,0.052,0,0.012,0.002,0,0.218,0.005,0.025,0,0,0.056,0,0.031,0,0.012,0,0,0.006,0.008,0,0,0,0.003,0,0,0.005,0.036,0,http://hdl.handle.net/102.100.100/21958,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_142c,NRS,North Stradbroke Island,NSI20150907,2015-09-07,2015-09-07 11:40:00,-27.345,153.562,12,10,NSI20150907_10,35.643,1,2023.76,1,2335.47,1,,9,0.1,1,0,1,,9,0.13,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/21959,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_142d,NRS,North Stradbroke Island,NSI20150907,2015-09-07,2015-09-07 11:40:00,-27.345,153.562,12,20,NSI20150907_20,35.626,1,,9,,9,,9,0.15,1,0.2,1,,9,0.17,1,1.2,1,,,,,,,,,,,0,0.021,0.005,0.006,,,0.046,0,0.938,0.032,0,0.265,0.239,,0.427,0,0.06,0.012,0,0.948,0.01,0.032,0,0,0.531,0,0.094,0,0.012,0,0,0.009,0.012,0.383,0,0,0.006,0,0,0.003,0.02,0,http://hdl.handle.net/102.100.100/21960,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_142e,NRS,North Stradbroke Island,NSI20150907,2015-09-07,2015-09-07 11:40:00,-27.345,153.562,12,30,NSI20150907_30,35.606,1,2060.5,1,2332.75,1,,9,0.2,1,3.3,1,,9,0.34,1,2.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/21961,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_142f,NRS,North Stradbroke Island,NSI20150907,2015-09-07,2015-09-07 11:40:00,-27.345,153.562,12,40,NSI20150907_40,35.558,1,,9,,9,,9,0.18,1,5.2,1,,9,0.47,1,2.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/21962,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1430,NRS,North Stradbroke Island,NSI20150907,2015-09-07,2015-09-07 11:40:00,-27.345,153.562,12,50,NSI20150907_50,35.572,1,2085.89,1,2328.43,1,,9,0.16,1,6,1,,9,0.52,1,2.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/21963,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1431,NRS,North Stradbroke Island,NSI20150907,2015-09-07,2015-09-07 11:40:00,-27.345,153.562,12,57,NSI20150907_57,35.529,1,2089.46,1,2328.9,1,,9,0.12,1,6.3,1,,9,0.54,1,0.6,1,,,,,,,,,,,0,0.002,0,0,,,0.002,0,0.098,0.025,0,0.013,0.011,,0.019,0,0.003,0,0,0.098,0,0.025,0,0,0.034,0,0.01,0,0.01,0,0,0.006,0,0,0,0,0,0,0,0.002,0.005,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1432,NRS,North Stradbroke Island,NSI20150907,2015-09-07,2015-09-07 11:40:00,-27.345,153.562,12,WC,NSI20150907_WC,,,,,,,,,,,,,,,,,,,,,,,4174,1,11969,1,11404,1,0,0.012,0.004,0.004,,,0.034,0,0.458,0.049,0,0.092,0.077,,0.1,0,0.024,0.003,0,0.469,0.011,0.049,0,0,0.176,0,0.067,0,0.01,0,0,0.007,0.004,0.068,0,0,0.005,0,0,0.003,0.017,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1433,NRS,North Stradbroke Island,NSI20151027,2015-10-27,2015-10-27 11:50:00,-27.345,153.562,20,0,NSI20151027_0,35.634,1,2019.33,1,2333.93,1,,9,0.17,1,0,1,,9,0.07,1,0.3,1,,,,,,,,,,,0,0.007,0,0,,,0.009,0,0.117,0.009,0,0.018,0.012,,0.014,0,0.007,0.001,0,0.138,0.021,0.009,0,0,0.017,0,0.024,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.039,0,http://hdl.handle.net/102.100.100/21970,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1434,NRS,North Stradbroke Island,NSI20151027,2015-10-27,2015-10-27 11:50:00,-27.345,153.562,20,10,NSI20151027_10,35.648,1,2019.61,1,2333.37,1,,9,0.06,1,0,1,,9,0.08,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/21971,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1435,NRS,North Stradbroke Island,NSI20151027,2015-10-27,2015-10-27 11:50:00,-27.345,153.562,20,20,NSI20151027_20,35.631,1,,9,,9,,9,0.04,1,0,1,,9,0.09,1,0.5,1,,,,,,,,,,,0,0.006,0,0,,,0.008,0,0.102,0.008,0,0.022,0.01,,0.007,0,0.007,0.004,0,0.129,0.027,0.008,0,0,0.018,0,0.025,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.049,0,http://hdl.handle.net/102.100.100/21972,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1436,NRS,North Stradbroke Island,NSI20151027,2015-10-27,2015-10-27 11:50:00,-27.345,153.562,20,30,NSI20151027_30,35.633,1,2018.58,1,2332.99,1,,9,0.45,1,0,1,,9,0.1,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/21973,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1437,NRS,North Stradbroke Island,NSI20151027,2015-10-27,2015-10-27 11:50:00,-27.345,153.562,20,40,NSI20151027_40,35.625,1,,9,,9,,9,0.19,1,3.3,1,,9,0.34,1,1.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/21974,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1438,NRS,North Stradbroke Island,NSI20151027,2015-10-27,2015-10-27 11:50:00,-27.345,153.562,20,50,NSI20151027_50,35.576,1,2061.38,1,2331.41,1,,9,0.07,1,4.4,1,,9,0.42,1,1.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/21975,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1439,NRS,North Stradbroke Island,NSI20151027,2015-10-27,2015-10-27 11:50:00,-27.345,153.562,20,57,NSI20151027_57,35.554,1,2088.34,1,2329.96,1,,9,0.06,1,0,1,,9,0.1,1,0.6,1,,,,,,,,,,,0.012,0.012,0.003,0,,,0.04,0,0.438,0.073,0,0.091,0.066,,0.13,0,0.019,0.005,0,0.456,0.018,0.073,0,0,0.159,0,0.094,0,0.017,0,0,0.012,0.008,0.042,0,0,0.013,0,0,0.004,0.016,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_143a,NRS,North Stradbroke Island,NSI20151027,2015-10-27,2015-10-27 11:50:00,-27.345,153.562,20,WC,NSI20151027_WC,,,,,,,,,,,,,,,,,,,,,,,6406,1,18824,1,9319,1,0.002,0.015,0.003,0,,,0.026,0,0.499,0.025,0,0.107,0.071,,0.146,0,0.031,0.003,0,0.523,0.024,0.025,0,0,0.24,0,0.062,0,0.006,0,0,0.005,0.007,0,0,0,0.007,0,0,0.002,0.038,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_143b,NRS,North Stradbroke Island,NSI20151119,2015-11-19,2015-11-19 11:15:00,-27.345,153.562,20,0,NSI20151119_0,35.466,1,2005.35,1,2319.02,1,,9,0,1,0,1,,9,0.09,1,0.8,1,,,,,,,,,,,0,0.005,0,0,,,0.008,0,0.065,0,0,0.01,0.008,,0,0,0.009,0.005,0,0.081,0.016,0,0,0,0.006,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,http://hdl.handle.net/102.100.100/34211,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_143c,NRS,North Stradbroke Island,NSI20151119,2015-11-19,2015-11-19 11:15:00,-27.345,153.562,20,10,NSI20151119_10,35.457,1,2004.14,1,2318.95,1,,9,0,1,0,1,,9,0.09,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34212,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_143d,NRS,North Stradbroke Island,NSI20151119,2015-11-19,2015-11-19 11:15:00,-27.345,153.562,20,20,NSI20151119_20,35.46,1,,9,,9,,9,0.22,1,0.2,1,,9,0.11,1,0.9,1,,,,,,,,,,,0,0.005,0,0,,,0.008,0,0.083,0,0,0.013,0.007,,0,0,0.006,0.002,0,0.102,0.019,0,0,0,0.007,0,0.022,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0.039,0,http://hdl.handle.net/102.100.100/34193,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_143e,NRS,North Stradbroke Island,NSI20151119,2015-11-19,2015-11-19 11:15:00,-27.345,153.562,20,30,NSI20151119_30,35.516,1,2012.85,1,2322.12,1,,9,0,1,0,1,,9,0.12,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34213,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_143f,NRS,North Stradbroke Island,NSI20151119,2015-11-19,2015-11-19 11:15:00,-27.345,153.562,20,40,NSI20151119_40,35.589,1,,9,,9,,9,0,1,0,1,,9,0.1,1,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34214,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1440,NRS,North Stradbroke Island,NSI20151119,2015-11-19,2015-11-19 11:15:00,-27.345,153.562,20,50,NSI20151119_50,35.581,1,2061.01,1,2329.41,1,,9,0.06,1,3.8,1,,9,0.38,1,1.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34215,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1441,NRS,North Stradbroke Island,NSI20151119,2015-11-19,2015-11-19 11:15:00,-27.345,153.562,20,57,NSI20151119_57,35.614,1,2081.61,1,2333.2,1,,9,0.04,1,6,1,,9,0.51,1,2,1,,,,,,,,,,,0,0.002,0,0,,,0.001,0,0.043,0,0,0.008,0.005,,0,0,0.002,0,0,0.048,0.005,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1442,NRS,North Stradbroke Island,NSI20151119,2015-11-19,2015-11-19 11:15:00,-27.345,153.562,20,WC,NSI20151119_WC,,,,,,,,,,,,,,,,,,,,,,,9764.5,1,20888,1,11466,1,0,0.008,0.002,0.002,,,0.021,0,0.144,0.024,0,0.025,0.025,,0.022,0,0.007,0.002,0,0.168,0.024,0.024,0,0,0.028,0,0.035,0,0.007,0,0,0.004,0,0,0,0,0.003,0,0,0.002,0.04,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1443,NRS,North Stradbroke Island,NSI20151216,2015-12-16,2015-12-16 11:20:00,-27.345,153.562,17,0,NSI20151216_0,35.54,1,1999.54,1,2334.23,1,,9,0,1,0,1,,9,0.06,1,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,http://hdl.handle.net/102.100.100/34256,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1444,NRS,North Stradbroke Island,NSI20151216,2015-12-16,2015-12-16 11:20:00,-27.345,153.562,17,10,NSI20151216_10,35.529,1,2002.29,1,2328.33,1,,9,0.01,1,0,1,,9,0.07,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34257,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1445,NRS,North Stradbroke Island,NSI20151216,2015-12-16,2015-12-16 11:20:00,-27.345,153.562,17,20,NSI20151216_20,35.526,1,,9,,9,,9,0.19,1,0.1,1,,9,0.08,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,http://hdl.handle.net/102.100.100/34258,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1446,NRS,North Stradbroke Island,NSI20151216,2015-12-16,2015-12-16 11:20:00,-27.345,153.562,17,30,NSI20151216_30,35.586,1,2016.49,1,2331.47,1,,9,0,1,0,1,,9,0.1,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34259,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1447,NRS,North Stradbroke Island,NSI20151216,2015-12-16,2015-12-16 11:20:00,-27.345,153.562,17,40,NSI20151216_40,35.602,1,,9,,9,,9,0,1,0,1,,9,0.11,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34260,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1448,NRS,North Stradbroke Island,NSI20151216,2015-12-16,2015-12-16 11:20:00,-27.345,153.562,17,50,NSI20151216_50,35.587,1,2025.04,1,2329.12,1,,9,0,1,0.3,1,,9,0.15,1,1.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34261,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1449,NRS,North Stradbroke Island,NSI20151216,2015-12-16,2015-12-16 11:20:00,-27.345,153.562,17,57,NSI20151216_57,35.566,1,2035.31,1,2331.72,1,,9,0.02,1,1.1,1,,9,0.22,1,1.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_144a,NRS,North Stradbroke Island,NSI20151216,2015-12-16,2015-12-16 11:20:00,-27.345,153.562,17,WC,NSI20151216_WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_144b,NRS,North Stradbroke Island,NSI20160120,2016-01-20,2016-01-20 11:30:00,-27.345,153.562,28.5,0,NSI20160120_0,35.62,1,2005.11,1,2330.32,1,,9,0,1,0,1,,9,0.07,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,http://hdl.handle.net/102.100.100/34274,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_144c,NRS,North Stradbroke Island,NSI20160120,2016-01-20,2016-01-20 11:30:00,-27.345,153.562,28.5,10,NSI20160120_10,35.601,1,2002.74,1,2329.17,1,,9,0.01,1,0,1,,9,0.07,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34275,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_144d,NRS,North Stradbroke Island,NSI20160120,2016-01-20,2016-01-20 11:30:00,-27.345,153.562,28.5,20,NSI20160120_20,35.611,1,,9,,9,,9,0,1,0,1,,9,0.08,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,http://hdl.handle.net/102.100.100/34276,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_144e,NRS,North Stradbroke Island,NSI20160120,2016-01-20,2016-01-20 11:30:00,-27.345,153.562,28.5,30,NSI20160120_30,35.581,1,2001.56,1,2330.38,1,,9,0,1,0,1,,9,0.08,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34277,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_144f,NRS,North Stradbroke Island,NSI20160120,2016-01-20,2016-01-20 11:30:00,-27.345,153.562,28.5,40,NSI20160120_40,35.59,1,,9,,9,,9,0.02,1,0.3,1,,9,0.17,1,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34278,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1450,NRS,North Stradbroke Island,NSI20160120,2016-01-20,2016-01-20 11:30:00,-27.345,153.562,28.5,50,NSI20160120_50,35.645,1,2081.96,1,2337.18,1,,9,0.02,1,5.8,1,,9,0.49,1,1.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34279,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1451,NRS,North Stradbroke Island,NSI20160120,2016-01-20,2016-01-20 11:30:00,-27.345,153.562,28.5,57,NSI20160120_57,35.6,1,2092.53,1,2335.43,1,,9,0.06,1,6.9,1,,9,0.57,1,2.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1452,NRS,North Stradbroke Island,NSI20160120,2016-01-20,2016-01-20 11:30:00,-27.345,153.562,28.5,WC,NSI20160120_WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1453,NRS,North Stradbroke Island,NSI20160318,2016-03-18,2016-03-18 11:29:00,-27.345,153.562,23,0,NSI20160318_0,35.464,1,1988.39,1,2323.6,1,,9,0.01,1,0,1,,9,0.07,1,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,http://hdl.handle.net/102.100.100/34262,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1454,NRS,North Stradbroke Island,NSI20160318,2016-03-18,2016-03-18 11:29:00,-27.345,153.562,23,10,NSI20160318_10,35.531,1,1992.89,1,2326.11,1,,9,0.06,1,0,1,,9,0.06,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34263,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1455,NRS,North Stradbroke Island,NSI20160318,2016-03-18,2016-03-18 11:29:00,-27.345,153.562,23,20,NSI20160318_20,35.499,1,,9,,9,,9,0.03,1,0,1,,9,0.06,1,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,http://hdl.handle.net/102.100.100/34264,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1456,NRS,North Stradbroke Island,NSI20160318,2016-03-18,2016-03-18 11:29:00,-27.345,153.562,23,30,NSI20160318_30,35.537,1,2001.72,1,2328.6,1,,9,0.05,1,0,1,,9,0.08,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34265,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1457,NRS,North Stradbroke Island,NSI20160318,2016-03-18,2016-03-18 11:29:00,-27.345,153.562,23,40,NSI20160318_40,35.619,1,,9,,9,,9,0.11,1,2.3,1,,9,0.3,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34266,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1458,NRS,North Stradbroke Island,NSI20160318,2016-03-18,2016-03-18 11:29:00,-27.345,153.562,23,50,NSI20160318_50,35.664,1,2091.13,1,2338.95,1,,9,0.07,1,6.8,1,,9,0.55,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34267,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1459,NRS,North Stradbroke Island,NSI20160318,2016-03-18,2016-03-18 11:29:00,-27.345,153.562,23,57,NSI20160318_57,35.661,1,2090.68,1,2339.44,1,,9,0.07,1,6.9,1,,9,0.56,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_145a,NRS,North Stradbroke Island,NSI20160318,2016-03-18,2016-03-18 11:29:00,-27.345,153.562,23,WC,NSI20160318_WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_145b,NRS,North Stradbroke Island,NSI20160412,2016-04-12,2016-04-12 11:40:00,-27.345,153.562,16,0,NSI20160412_0,35.535,1,1990.28,1,2327.06,1,,9,0,6,0,6,0,6,0.06,1,0.7,1,,,,,,,,,,,0,0.003,0,0,,,0.004,0,0.105,0.005,0,0.01,0,,0.005,0,0.003,0,0,0.115,0.01,0.005,0,0,0.016,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,http://hdl.handle.net/102.100.100/34244,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_145c,NRS,North Stradbroke Island,NSI20160412,2016-04-12,2016-04-12 11:40:00,-27.345,153.562,16,10,NSI20160412_10,35.536,1,1991.96,1,2326.44,1,,9,0,6,0,6,0,6,0.06,1,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34245,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_145d,NRS,North Stradbroke Island,NSI20160412,2016-04-12,2016-04-12 11:40:00,-27.345,153.562,16,20,NSI20160412_20,35.535,1,,9,,9,,9,0,6,0,6,0,6,0.06,1,0.7,1,,,,,,,,,,,0,0.003,0,0,,,0.004,0,0.089,0.003,0,0.008,0,,0.009,0,0.003,0,0,0.098,0.009,0.003,0,0,0.015,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,http://hdl.handle.net/102.100.100/34246,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_145e,NRS,North Stradbroke Island,NSI20160412,2016-04-12,2016-04-12 11:40:00,-27.345,153.562,16,30,NSI20160412_30,35.535,1,1992.96,1,2326.55,1,,9,0,6,0,6,0,6,0.06,1,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34247,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_145f,NRS,North Stradbroke Island,NSI20160412,2016-04-12,2016-04-12 11:40:00,-27.345,153.562,16,40,NSI20160412_40,35.535,1,,9,,9,,9,0.07,1,0.8,1,0,6,0.13,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34248,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1460,NRS,North Stradbroke Island,NSI20160412,2016-04-12,2016-04-12 11:40:00,-27.345,153.562,16,50,NSI20160412_50,35.61,1,2052.9,1,2333.59,1,,9,0,6,3.7,1,0,6,0.35,1,1.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34249,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1461,NRS,North Stradbroke Island,NSI20160412,2016-04-12,2016-04-12 11:40:00,-27.345,153.562,16,57,NSI20160412_57,35.638,1,2071.09,1,2332.9,1,,9,0,6,5.3,1,0,6,0.44,1,1.7,1,,,,,,,,,,,0,0.001,0,0,,,0.002,0,0.084,0.004,0,0.009,0,,0.028,0,0.004,0,0,0.086,0.002,0.004,0,0,0.047,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1462,NRS,North Stradbroke Island,NSI20160412,2016-04-12,2016-04-12 11:40:00,-27.345,153.562,16,WC,NSI20160412_WC,,,,,,,,,,,,,,,,,,,,,,,26018.5,1,10003.5,1,4858,1,0,0.008,0,0,,,0.009,0,0.314,0.008,0,0.022,0,,0.021,0,0.009,0,0,0.329,0.015,0.008,0,0,0.107,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,,POINT (153.562 -27.345)
